Administração De Empresas        1      22200775      67       8     6     7     6     3     6     8     12    2     5      0         0       0-0      16 - 12   24 - 20   22 - 13   24 - 19 4 - 3
Curso de Formação de Oficiais    18   22200979       58       5     4     5    8     3     5       6   8     5      5      0         0       0-0      32 - 21   22 - 14   26 - 18    5-4     5-1
Curso de Formação de Oficiais    18   22202010       58       6     2     4    6     4     5       7   12    5      3      0         0       0-0      21 - 12   24 - 22   23 - 14    11 - 6 11 - 4
Curso de Formação de Oficiais    23   22200892       56       6     5     5    6     4     5       8   6     2      4      0         0      90 - 56    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    23   22200758       56       5     3     6    7     4     5       5   9     5      4      1         0       0-0      22 - 11   28 - 18   26 - 19    0-0     14 - 8
Curso de Formação de Oficiais    23   22200509       56       7     4     4    7     5     4       8   7     3      3      0         0       0-0      17 - 10   31 - 21   25 - 18    17 - 7  0-0
Curso de Formação de Oficiais    26   22200454       55       6     5     3    8     2     3       7   11    4      3      0         0       0-0      14 - 13   18 - 15    18 - 9    18 - 8 22 - 10
Curso de Formação de Oficiais    26   22201612       55       6     4     4    7     2     5       4   11    5      3      0         0      90 - 55    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    28   22202278       54       4     2     3    7     2     6       9   8     3      5      0         0      90 - 54    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    28   22200416       54       4     6     6    7     3     3       6   7     4      4      0         0      90 - 54    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    28   10201316       54       6     4     3    8     4     3       6   11    3      2      0         0      90 - 54    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    31   22201596       53       4     4     4    5     4     7       5   9     4      3      0         0      90 - 53    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    31   22200504       53       2     7     2    9     4     5       6   10    1      4      0         0      90 - 53    0-0       0-0       0-0       0-0     0-0
Curso de Formação de Oficiais    33   22200663       51       2     3     3    8     2     6       7   7     4      5      0         0       0-0      30 - 22    14 - 8   20 - 10    17 - 9   9-2
Curso de Formação de Oficiais    33   22201309       51       5     4     4    7     2     3       7   9     4      1      0         0       3-3      18 - 10   20 - 15   23 - 13    18 - 9   8-1
Curso de Formação de Oficiais    35   22201193       48       1     3     4    7     5     4       4   9     5      4      0         0      85 - 47    0-0       0-0       3-0       2-1      0-0
Curso de Formação de Oficiais    36   22201763       46       1     1     4    5     4     7       5   10    2      3      0         0      83 - 43    1-1       2-1       4-1       0-0      0-0
Curso de Formação de Oficiais    37   22200995       45       5     0     3    7     1     5       6   5     4      6      0         0      90 - 45    0-0       0-0       0-0       0-0      0-0
Curso de Formação de Oficiais    38   22200503       43       1     3     2    7     2     4       7   7     1      4      1         4       0-0      18 - 11    9-1      31 - 17   24 - 10   8-4
Curso de Formação de Oficiais    38   22202175       43       2     3     3    5     2     4       6   6     3      7      0         1      90 - 43    0-0       0-0       0-0       0-0      0-0
Curso de Formação de Oficiais    40   10201194       41       3     0     5    6     3     4       5   7     1      4      0         0       0-0       14 - 5   31 - 16   25 - 13    20 - 7   0-0
Curso de Formação de Oficiais    41   22201257       40       3     3     3    5     2     4       8   5     3      3      0         0      90 - 40    0-0       0-0       0-0       0-0      0-0
Curso de Formação de Oficiais    42   22200434       39       2     2     4    3     2     4       5   8     4      2      0         0       0-0       19 - 8    13 - 9    16 - 7    17 - 7   25 - 8
Curso de Formação de Oficiais    43   22200093       35       2     1     2    6     2     3       5   9     2      0      2         0       0-0       19 - 6   50 - 24    21 - 5    0-0      0-0
Curso de Formação de Oficiais    43   10201994       35       2     1     5    3     1     3       6   7     4      1      0         0       0-0       5-2      35 - 14   28 - 12    22 - 7   0-0
Curso de Formação de Oficiais    45   22201139       34       3     1     2    1     4     3       5   8     1      2      0         1       0-0      27 - 11    18 - 9    21 - 8    24 - 6   0-0
Curso de Formação de Oficiais    46   22202028       23       2     2     2    2     2     2       2   4     1      2      0         0      90 - 23    0-0       0-0       0-0       0-0      0-0
Ciencia Da Computação             1   22201903       68       7     6     5    8     4     6       7   10    5      6      0         1      90 - 68    0-0       0-0       0-0       0-0      0-0
Ciencia Da Computação             2   22201813       65       7     6     4    6     3     6       8   11    4      6      0         0       0-0      30 - 24   23 - 16   29 - 19    8-6      0-0
Ciencia Da Computação             3   22202101       43       3     2     3    6     2     6       3   8     4      2      0         0      90 - 43    0-0       0-0       0-0       0-0      0-0
Ciencia Da Computação             4   10121106       38       2     1     3    4     1     5       2   9     2      7      0         0      86 - 35    1-1       1-1       1-0       1-1      0-0
Ciência Da Computação             1   16080031       58       6     4     4    5     4     3       7   10    5      6      0         0       0-0       15 - 8   30 - 21   28 - 19   17 - 10   0-0
Ciência Da Computação             1   10151102       58       6     7     3    6     4     2       7   11    3      5      0         0       0-0      34 - 22   56 - 36    0-0       0-0      0-0
Ciencias Biologicas               1   22201862       65       6     5     5    9     4     5       6   11    5      4      0         0       0-0      18 - 15   21 - 16   34 - 24   17 - 10   0-0
Ciencias Biologicas               2   22200989       57       0     2     4    8     3     5       7   12    5      6      0         0       0-0      44 - 36   24 - 18    13 - 3    9-0      0-0
Ciencias Biologicas               3   22201802       55       3     3     3    6     4     5       6   10    3      7      0         0       0-0      47 - 29   21 - 13   22 - 13    0-0      0-0
Ciencias Biologicas               4   22200795       44       3     2     2    7     1     2       8   10    2      3      0         0       1-0      17 - 10   19 - 11    15 - 8    18 - 7   20 - 8
Ciencias Biologicas               5   10140779       39       6     3     3    3     3     3       5   5     0      5      0         0      90 - 39    0-0       0-0       0-0       0-0      0-0
Ciencias Da Computação            1   10200846       33       2     1     2    4     2     5       1   7     3      2      0         0       0-0      27 - 11   31 - 12    24 - 8    8-2      0-0
Ciencias Sociais                  1   22201724       57       4     1     6    9     2     5       5   9     5      7      0         1       0-0      32 - 23   42 - 22   16 - 12    0-0      0-0
Cinema                            1   22202239       50       2     2     6    5     3     5       6   10    2      6      0         4      90 - 50    0-0       0-0       0-0       0-0      0-0
Design De Produção                1   10132376       32       2     3     3    3     2     0       4   7     2      6      0         0       0-0       25 - 6   35 - 16   30 - 10    0-0      0-0
Designer                          1   10201857       50       6     2     3    6     3     4       7   10    4      3      0         0       10 - 3   26 - 17   18 - 10   14 - 11    9-5      13 - 4
Designer                          2   10201266       42       6     3     4    4     2     4       5   9     3      1      1         1       0-0       13 - 7   26 - 16    14 - 6   37 - 13   0-0
Designer                          3   10200850       19       2     1     1    4     0     1       1   6     2      0      0         0      90 - 19    0-0       0-0       0-0       0-0      0-0
Designer De Jogos                 1   10201810       28       4     1     1    3     2     3       5   3     1      3      0         0       0-0       15 - 6   35 - 10   40 - 12    0-0      0-0
Direito                           1   22200566       78       7     9     6    8     5     7       7   12    5      7      0         0       0-0      17 - 17   59 - 54    14 - 7    0-0      0-0
Direito                           2   10161309       77       5     7     6    9     5     8       8   10    6      8      0         0       0-0      14 - 11   38 - 35   18 - 16   16 - 13   4-2
Direito                           3   22201438       76       6     6     5    9     5     7       9   12    5      7      0         0       0-0       10 - 7   30 - 27   23 - 21   17 - 12   10 - 9
Direito                           4   22200442       73       5     7     6    7     5     7       7   12    6      6      0         0       0-0      37 - 35   25 - 20   28 - 18    0-0      0-0
Direito                           5   22201959       71       7     7     4    7     4     8       9   11    4      6      0         0      63 - 51    9-9       7-6       4-1       0-0      7-4
Direito                          5   22201567       71       7     7     6    5     3     7       8   11    6      6      0         0       0-0      17 - 13   13 - 12   18 - 15   20 - 13 22 - 18
Direito                          7   22201633       69       5     5     6    8     4     9       6   10    5      6      0         0       0-0      18 - 17   19 - 14   17 - 12   18 - 15 18 - 11
Direito                          7   22200212       69       3     5     8    9     5     6       7   10    4      7      0         0       1-0      18 - 15   35 - 29   20 - 14    7-7     9-4
Direito                          7   22201477       69       6     8     5    9     4     7       7   9     3      7      0         0       0-0      24 - 19   34 - 27   20 - 16    12 - 7  0-0
Direito                         10   22201234       67       8     7     5    8     3     7       9   9     4      2      0         0      90 - 67    0-0       0-0       0-0       0-0     0-0
Direito                         11   22201516       66       6     4     5    8     5     8       7   11    3      6      0         0       0-0      24 - 19   28 - 25   20 - 13    18 - 9  0-0
Direito                         12   22200446       64       4     6     2    6     4     7       8   10    4      8      0         0      90 - 64    0-0       0-0       0-0       0-0     0-0
Direito                         13   22202117       63       4     5     5    7     4     5       7   11    4      7      0         0       1-1      26 - 22   32 - 20   21 - 15    10 - 5  0-0
Direito                         13   22200881       63       7     6     4    7     4     7       7   11    4      3      0         0      90 - 63    0-0       0-0       0-0       0-0     0-0
Direito                         13   22201833       63       5     3     6    7     4     6       7   10    4      6      0         0      90 - 63    0-0       0-0       0-0       0-0     0-0
Direito                         13   22202272       63       4     6     3    7     4     6       7   11    5      5      0         0       1-0      21 - 16   27 - 15   22 - 18   19 - 14 0 - 0
Direito                         17   22201177       62       3     6     5    9     4     5       8   8     4      5      0         1       1-0      23 - 17   30 - 23    12 - 8   24 - 14 0 - 0
Direito                         17   10201151       62       7     7     4    6     4     6       5   11    2      6      2         0       4-3      22 - 16   27 - 19   27 - 19    10 - 5  0-0
Direito                         19   22201767       60       5     5     6    6     3     4       8   9     5      6      0         0       0-0      45 - 29   18 - 10    12 - 9    7-6     8-6
Direito                         20   22201599       59       5     4     4    7     3     4       7   12    4      5      0         0       0-0      27 - 16   36 - 30    18 - 9    9-4     0-0
Direito                         20   22202212       59       4     3     4    5     3     7       6   12    4      7      0         0       0-0      26 - 21   22 - 13   22 - 13   17 - 10 3 - 2
Direito                         22   16090170       58       6     3     6    7     3     6       7   8     1      7      0         0       0-0      20 - 13   34 - 19   20 - 12   14 - 13 2 - 1
Direito                         23   22201202       57       6     7     4    7     4     6       6   10    1      3      0         0       0-0       6-6      15 - 13   18 - 12   29 - 18 22 - 8
Direito                         23   22201061       57       3     4     5    3     5     7       8   8     4      6      0         0       0-0      17 - 13   18 - 17   27 - 15    9-4     19 - 8
Direito                         25   10201934       55       5     3     6    4     1     4       6   12    3      6      0         0      88 - 53    1-1       1-1       0-0       0-0     0-0
Direito                         25   10200716       55       7     5     2    5     4     5       7   7     3      7      0         0       0-0      41 - 22   30 - 23    17 - 8    2-2     0-0
Direito                         27   22202240       54       3     2     6    7     5     8       6   9     4      0      0         0       0-0      18 - 16   22 - 18    12 - 6    11 - 4 27 - 10
Direito                         27   10201568       54       3     3     5    7     3     5       6   10    2      6      0         0      86 - 51    1-1       2-1       1-1       0-0     0-0
Direito                         29   10201814       53       3     5     4    6     3     4       7   10    3      5      0         0      90 - 53    0-0       0-0       0-0       0-0     0-0
Direito                         30   10201339       52       4     4     4    5     3     4       6   10    5      3      0         0      81 - 48    0-0       0-0       9-4       0-0     0-0
Direito                         30   10201456       52       3     5     4    7     3     3       8   8     2      6      0         0       0-0      30 - 20   28 - 19   18 - 10    14 - 3  0-0
Direito                         32   22201548       50       3     2     3    6     5     6       6   6     4      4      0         0      90 - 50    0-0       0-0       0-0       0-0     0-0
Direito                         33   22200740       49       2     2     4    3     4     5       5   10    5      6      0         0       0-0      21 - 13   23 - 16   23 - 12    23 - 8  0-0
Direito                         33   10202426       49       5     1     5    4     2     7       5   7     3      6      0         0       0-0      31 - 16   30 - 21   28 - 11    1-1     0-0
Direito                         33   22201057       49       4     2     4    6     4     4       5   8     3      6      0         0      90 - 49    0-0       0-0       0-0       0-0     0-0
Direito                         36   10202036       48       3     2     5    5     3     5       6   6     2      6      0         1      90 - 48    0-0       0-0       0-0       0-0     0-0
Direito                         36   22200901       48       3     3     3    5     2     4       7   6     4      6      0         1       0-0       8-4      21 - 12   42 - 26    19 - 6  0-0
Direito                         38   22200705       43       2     0     4    5     2     6       6   10    2      3      0         0       0-0       17 - 7   29 - 19   27 - 10    17 - 7  0-0
Direito                         38   22200695       43       2     3     4    4     4     4       4   9     3      4      0         0       0-0      45 - 22   25 - 13    20 - 8    0-0     0-0
Direito                         38   10202103       43       5     3     4    8     3     3       9   4     1      1      0         0       0-0       15 - 7   29 - 16    19 - 8    18 - 5  9-7
Direito                         41   10200818       42       4     3     3    5     1     5       5   8     2      3      0         1       1-1      30 - 18   46 - 18    13 - 5    0-0     0-0
Direito                         41   10202414       42       1     3     5    4     3     2       4   10    0      6      0         0      16 - 10    23 - 4   32 - 17   19 - 11    0-0     0-0
Direito                         43   10202179       41       4     3     2    5     4     4       5   7     2      1      0         0      90 - 41    0-0       0-0       0-0       0-0     0-0
Direito                         43   10131847       41       4     2     3    3     3     5       6   5     2      5      0         0      89 - 40    0-0       0-0       0-0       1-1     0-0
Direito                         45   10201784       39       2     3     0    2     4     6       5   6     4      3      0         0       0-0       16 - 7   20 - 11   19 - 11    26 - 5  9-5
Direito                         46   10201917       38       0     1     5    4     1     2       6   8     3      5      0         1       0-0      26 - 10   37 - 15    17 - 6    10 - 7  0-0
Direito                         46   10201743       38       3     3     4    5     0     4       5   8     0      2      0         0       0-0      29 - 14   31 - 12   30 - 12    0-0     0-0
Direito                         46   22201686       38       2     3     3    5     2     6       4   8     2      1      0         0      90 - 38    0-0       0-0       0-0       0-0     0-0
Direito                         49   22200711       37       3     1     1    8     2     4       4   5     2      2      0         0       2-0       20 - 8    19 - 6    15 - 9   29 - 12 5 - 2
Direito                         49   22200334       37       4     2     3    4     2     4       5   7     1      3      0         0       0-0       19 - 9    20 - 8    19 - 9   32 - 11 0 - 0
Direito                         51   10180829       35       1     2     2    3     0     3       5   9     5      2      0         0       0-0       17 - 8   21 - 11   31 - 10    21 - 6  0-0
Direito                         52   10201969       34       2     2     2    2     1     2       4   9     2      6      0         0      90 - 34    0-0       0-0       0-0       0-0     0-0
Direito                         53   10201702       33       3     2     2    1     3     3       3   7     3      3      0         0      90 - 33    0-0       0-0       0-0       0-0     0-0
Direito                         53   10202199       33       2     0     3    5     3     5       3   5     2      2      0         0      90 - 33    0-0       0-0       0-0       0-0     0-0
Direito                         55   22200694       26       1     0     4    3     2     3       4   6     1      2      0         0      90 - 26    0-0       0-0       0-0       0-0     0-0
Direito                         56   10141724       19       2     1     1    3     2     0       3   3     2      0      0         0       0-0      45 - 10    45 - 9    0-0       0-0     0-0
Economia                         1   10201195       64       4     7     6    7     4     6       7   11    1      7      0         0       0-0      32 - 20   34 - 26   24 - 18    0-0     0-0
Economia                         2   22200525       63       7     5     3    9     5     5       7   11    2      5      0         0       8-5      17 - 11   28 - 23   19 - 14   18 - 10 0 - 0
Economia                         3   10201046       52       6     2     3    5     4     5       8   9     2      5      0         0       0-0      21 - 13   26 - 16    19 - 9   24 - 14 0 - 0
Educação Fisíca                  1   10201553       38       3     1     3    3     2     5       3   10    3      1      0         0      90 - 38    0-0       0-0       0-0       0-0     0-0
Enfermagem                       1   22200465       76       8     7     8    9     5     7       7   9     5      6      0         0       0-0      26 - 22   25 - 19   22 - 19   17 - 16 0 - 0
Enfermagem                       2   22201797       61       4     5     6    7     4     7       9   9     2      4      0         0      90 - 61    0-0       0-0       0-0       0-0     0-0
Enfermagem                       3   10201908       46       5     3     3    5     2     2       5   11    3      2      0         1       0-0      20 - 10   26 - 17   35 - 17    9-2     0-0
Enfermagem                       4   10201500       31       1     1     2    4     1     6       4   6     1      1      0         0       1-0       12 - 3   29 - 14    24 - 8    24 - 6  0-0
Engenharia                       1   22201992       70       8     9     5    8     4     6       6   9     3      8      0         0       0-0      11 - 11    8-8       9-7      30 - 23 32 - 21
Engenharia                       2   22201440       68       7     7     7    7     4     5       8   9     2      7      0         0      90 - 68    0-0       0-0       0-0       0-0     0-0
Engenharia                       3   22200966       67       7     6     5    8     4     4       8   10    5      5      0         0       0-0      23 - 17   28 - 21   28 - 20    11 - 9  0-0
Engenharia                       4   22201853       66       8     6     5    8     4     6       8   9     5      3      0         0      90 - 66    0-0       0-0       0-0       0-0     0-0
Engenharia                       5   10200607       65       5     8     6    6     2     7       8   9     4      6      0         0       0-0      29 - 20   31 - 21   21 - 17    9-7     0-0
Engenharia                       5   10201470       65       4     6     5    7     5     6       6   10    5      7      0         0       0-0      22 - 14   25 - 17   19 - 14   24 - 20 0 - 0
Engenharia                       7   10162002       64       8     5     3    7     3     8       6   10    4      5      0         0       0-0      14 - 12   34 - 26   26 - 18    14 - 6  2-2
Engenharia                       8   10201862       61       6     5     4    8     5     5       6   12    1      5      0         0       0-0       9-8      35 - 25   29 - 21    17 - 7  0-0
Engenharia                       9   10200468       58       7     6     4    8     1     6       5   10    2      5      0         0      90 - 58    0-0       0-0       0-0       0-0     0-0
Engenharia                      10   22200491       57       4     4     7    5     3     6       7   10    2      5      0         0      90 - 57    0-0       0-0       0-0       0-0     0-0
Engenharia                      11   22201910       56       5     6     4    3     4     6       6   10    3      4      0         0       0-0      15 - 10   25 - 19   22 - 13   28 - 14 0 - 0
Engenharia                      12   10202115       53       0     3     5    6     4     5       7   9     4      6      0         0      90 - 53    0-0       0-0       0-0       0-0     0-0
Engenharia                      13   10191705       52       6     4     5    3     4     4       9   7     2      4      0         0       7-2       13 - 8    16 - 9   23 - 13   31 - 20 0 - 0
Engenharia                      14   10200890       49       3     5     3    7     4     3       8   5     2      5      2         0       0-0      42 - 19   31 - 22    17 - 8    0-0     0-0
Engenharia                      15   10201800       45       2     4     6    3     4     2       7   7     5      4      0         0      50 - 30    26 - 7    14 - 8    0-0       0-0     0-0
Engenharia                      16   22201635       43       2     2     5    4     4     5       6   7     3      2      0         0       0-0       15 - 6    10 - 6   20 - 10   45 - 21 0 - 0
Engenharia                      17   22201642       40       6     7     2    6     0     2       7   7     2      1      0         0      90 - 40    0-0       0-0       0-0       0-0     0-0
Engenharia                      18   22200591       36       1     4     2    5     1     5       7   3     2      2      0         0       0-0       15 - 4    20 - 8   25 - 12    17 - 9 13 - 3
Engenharia                      19   10202168       35       3     3     2    4     2     2       4   8     3      2      0         0       0-0       20 - 7    10 - 7    18 - 7    27 - 9 15 - 5
Engenharia                      19   10201534       35       2     1     3    2     2     2       4   9     2      5      0         0       0-0       27 - 6   26 - 14   26 - 10    11 - 5  0-0
Engenharia                      21   10202381       28       0     1     1    3     1     3       5   5     3      4      0         0      90 - 28    0-0       0-0       0-0       0-0     0-0
